CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,REGS_CON_MISMO_CODIGO,TELEFONO_ORIG,TELEFONO_DIG,TELEFONO_8DIG,TELEFONOS_VALIDOS
01-08-0369-46,01-409,Guatemala,Mixco,Instituto Tecnológico En Educacion Integral Mixco A La Vanguardia,3Ra. Calle 8-12 Zona 1,31397792,Idalia Del Rosario Lopez Sandoval De Paiz,Nora Elizabeth Crispín Flores,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,31397792,31397792,31397792,31397792
01-08-0393-46,01-603,Guatemala,Mixco,Colegio Hands At Work School,12 Calle 3-55 Colonia Lo De Coy Zona 1,24635454,Rosa Albelia Ardon De Motta,Nelly Sorayda Hernández Archila,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24635454,24635454,24635454,24635454
01-08-0396-46,01-602,Guatemala,Mixco,Colegio Hispano Guatemalteco Finde,9Na. Calle 7-30 Zona 3 Colonia Nueva Montserrat,56963332,Idalia Del Rosario Lopez Sandoval De Paiz,Victor Manuel Herrera Galindo,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,56963332,56963332,56963332,56963332
01-08-0407-46,01-609,Guatemala,Mixco,Centro De Aprendizaje Bilingüe No. 1,"7A. Calle 3-96 Sector Ii, Colonia. Balcones Ciudad San Cristobal Zona 8",25048292,Silvia Hortensia Gonzalez Martinez,Gryselda Ramirez Barrientos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,25048292,25048292,25048292,25048292
01-08-0422-46,01-621,Guatemala,Mixco,Colegio Santa Catalina Laboure,4Ta. Calle 0-05 Zona 1 De Mixco,52026594,Marta Luz Beteta Ortiz De Jordan,Mayra Lucrecia Alonzo Lopez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,52026594,52026594,52026594,52026594
01-08-0428-46,01-409,Guatemala,Mixco,Centro Educativo San José,5A. Avenida 16-86 Zona 11,44477567,Idalia Del Rosario Lopez Sandoval De Paiz,Miriam Méndez Vásquez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,44477567,44477567,44477567,44477567
01-08-0431-46,01-409,Guatemala,Mixco,Colegio Hispano Guatemalteco Finde,"9A. Calle 7-30 Zona 3, Colonia Nueva Montserrat Mixco",54600060,Idalia Del Rosario Lopez Sandoval De Paiz,Victor Manuel Herrera Galindo,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,54600060,54600060,54600060,54600060
01-08-0441-46,01-603,Guatemala,Mixco,Colegio Ixmucané,"6A. Calle 7-12 Colonia Nueva Monserrat, Zona 3",24375856,Rosa Albelia Ardon De Motta,Silvia Lucrecia García Moya,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24375856,24375856,24375856,24375856
01-08-0445-46,01-607,Guatemala,Mixco,Colegio Rey De Justicia,"4A. Avenida 0-13 Colonia Santa Marta, Zona 5",55749249,Olga Marina Ajquejay Saloj De Tubac,Blanca Isabel Gálvez García,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,55749249,55749249,55749249,55749249
01-08-0451-46,01-604,Guatemala,Mixco,Colegio Agustiniano,5A Avenida 23-55 Condado Naranjo Zona 4 Mixco,23008686,Emora Emperatriz Cruz De Fuentes,Wendy Julissa López Mijangos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,23008686,23008686,23008686,23008686
01-08-0456-46,01-619,Guatemala,Mixco,Colegio Experimental Cristiano Verbo No.2,"27 Avenida 8-36, El Naranjo, Zona 4",22104862,Juan Waldemar Cabrera Mendez,Claudia Lorena Garzona Nolasco,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,22104862,22104862,22104862,22104862
01-08-0462-46,01-621,Guatemala,Mixco,"Instituto De Educación Media Ciclo Diversificado ""Tierra Blanca""",7A. Avenida 6-70 Zona 1,41157767,Marta Luz Beteta Ortiz De Jordan,Ana Luisa Alvarado Sánchez,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,41157767,41157767,41157767,41157767
01-08-0463-46,01-401,Guatemala,Mixco,"Instituto De Teología Y Ciencias Sociales ""Monseñor Angelico Melotto""",9A. Calle 1-91Colonia El Rosario Zona 3,24370470,Ixmucane Aldana Villavicencio,Hector Leonel Coc Cajbón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24370470,24370470,24370470,24370470
01-08-0466-46,01-639,Guatemala,Mixco,Liceo Canadiense Sociedad Anonima,"9A. Avenida 0-55 Zona 2, Colonia Alvarado",23750057,Ludvin Ricardo Urrutia Lorenti,José Luis García López,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,23750057,23750057,23750057,23750057
01-08-0467-46,01-620,Guatemala,Mixco,Colegio Privado Mixto Nuevo San Cristobal,18 Av. A 0-87 Z. 11 Mixco Colonia Primero De Mayo,24831068,Ronald Mauricio Morales Vivar,José Alejandro Monroy Méndez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24831068,24831068,24831068,24831068
01-08-0470-46,01-621,Guatemala,Mixco,Liceo Santander,8A. Av. 00-62 Z. 1 Mixco,59193216,Marta Luz Beteta Ortiz De Jordan,Hortensia Amparo González Ramírez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,59193216,59193216,59193216,59193216
01-08-0479-46,01-621,Guatemala,Mixco,Centro Educativo Lincoln,1A. Calle 5-44 Zona 1 Mixco,24344718,Marta Luz Beteta Ortiz De Jordan,Heidy Carolina Soto Chinchilla,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24344718,24344718,24344718,24344718
01-08-0482-46,01-608,Guatemala,Mixco,Colegio Mixto Nueva Jerusalén,"22 Calle 12-30 Col. San Francisco , San Jose La Comunidad Zona 10 Mixco",52923380,Edgar Alberto Simon Chali,Pedro Isidro Rodriguez Arana,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,52923380,52923380,52923380,52923380
01-08-0497-46,01-609,Guatemala,Mixco,Colegio Nuestro Gran Colegio,8A. Calle 8-23 Sector A-10 San Cristobal 1 Zona 8,24433644,Silvia Hortensia Gonzalez Martinez,Carlos Vicente Raxón Equité,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24433644,24433644,24433644,24433644
01-08-0499-46,01-602,Guatemala,Mixco,Instituto Mixto Intercultural Santiago,Km. 15 Calzada Roosevelt Zona 7 Pasaje De La Visitacion 13-70 Mixco,24372550,Idalia Del Rosario Lopez Sandoval De Paiz,Evelyn Emilia Román Castañeda,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24372550,24372550,24372550,24372550
01-08-0502-46,01-615,Guatemala,Mixco,Colegio Valladolid De Guatemala,13 Avenida 8-51 Zona 6 Colonia Villaflor,23330352,Liliana Marina Flores Jimenez,Aura Consuelo Morales Alvarez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,23330352,23330352,23330352,23330352
01-08-0519-46,01-621,Guatemala,Mixco,Colegio Tecnologico Moderno Vygotski,2A. Calle 8-55 Zona 1,46322725,Marta Luz Beteta Ortiz De Jordan,Claudia Yaneth Sian Burrion,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,46322725,46322725,46322725,46322725
01-08-0520-46,01-621,Guatemala,Mixco,Colegio Tecnologico Moderno Vygotski,2A. Calle 8-55 Zona 1,46322725,Marta Luz Beteta Ortiz De Jordan,Claudia Yaneth Sian Burrion,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,46322725,46322725,46322725,46322725
01-08-0533-46,01-621,Guatemala,Mixco,Colegio Pracbil,9A. Avenida 5-15 Zona 1,24335287,Marta Luz Beteta Ortiz De Jordan,Lidia Dubilia Patzán Ramírez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24335287,24335287,24335287,24335287
01-08-0535-46,01-615,Guatemala,Mixco,Instituto De Educación Básica Doctor Theo Bloem,64 Calle 13-57 Aldea Sacoj Chiquito Zona 6 Mixco,24366554,Liliana Marina Flores Jimenez,Esgar Amilcar Luch Canel,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24366554,24366554,24366554,24366554
01-08-0537-46,01-616,Guatemala,Mixco,Colegio Mixto Forjador De Juventudes,"3A. Avenida 10-74 Zona 6, Colonia San Francisco Ii",24649998,Rene Sazo Navichoque,Grecia Esmeralda Recinos Escobar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24649998,24649998,24649998,24649998
01-08-0545-46,01-409,Guatemala,Mixco,Centro Integral Educativo San Francisco,"0 Avenida ""B"" 5-55 Colonia Montserrat I Zona 4",55086336,Idalia Del Rosario Lopez Sandoval De Paiz,Carmen Elvira Tzun Ajanel,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,55086336,55086336,55086336,55086336
01-08-0548-46,01-609,Guatemala,Mixco,Centro De Aprendizaje Bilingue No. 1,7A. Calle 3-96 Zona 8 Balcones Ii San Cristobal,25048292,Silvia Hortensia Gonzalez Martinez,Gryselda Ramirez Barrientos,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,25048292,25048292,25048292,25048292
01-08-0550-46,01-602,Guatemala,Mixco,Centro Integral Educativo San Francisco,"0 Avenida ""B"" 5-55 Colonia Montserrat I Zona 4 Mixco",47202706,Idalia Del Rosario Lopez Sandoval De Paiz,Carmen Elvira Tzun Ajanel,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,47202706,47202706,47202706,47202706
01-08-0554-46,01-606,Guatemala,Mixco,"Instituto De Educación Media, Ciclo Diversificado Por Cooperativa De Enseñanza ""Primero De Mayo""","8A. Avenida ""B"" 7-27 Apto. A Colonia Planes De Minerva Zona 11 Mixco",24838454,Ronald Mauricio Morales Vivar,Brenda Magali Estrada Estrada,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24838454,24838454,24838454,24838454
01-08-0561-46,01-603,Guatemala,Mixco,Colegio Bilingúe Edúcate,Kilometro 13 Calzada Roosevelt 10-86 Zona 2,22503553,Rosa Albelia Ardon De Motta,Dora Patricia Barahona Betancourth,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,22503553,22503553,22503553,22503553
01-08-0579-46,01-603,Guatemala,Mixco,Centro Educativo Paulo Neves Freire,9A. Avenida 5-15 Zona 1,24344227,Rosa Albelia Ardon De Motta,Lidia Dubilia Patzán Ramírez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24344227,24344227,24344227,24344227
01-08-0580-46,01-603,Guatemala,Mixco,Centro Educativo Paulo Neves Freire,9A. Avenida 5-15 Zona 1,24344227,Rosa Albelia Ardon De Motta,Lidia Dubilia Patzán Ramírez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24344227,24344227,24344227,24344227
01-08-0589-46,01-609,Guatemala,Mixco,Liceo Cristiano Frater Sede San Cristobal,"1A. Calle 18-81 Sector B-1 Ciudad San Cristobal, Zona 8",22432243,Silvia Hortensia Gonzalez Martinez,Patricia Carolina Martínez Monzón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,22432243,22432243,22432243,22432243
01-08-0597-46,01-603,Guatemala,Mixco,Centro Educativo Santander De Mixco,8A. Avenida 0-62 Zona 1 Mixco,59193216,Rosa Albelia Ardon De Motta,José David García Garma,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,59193216,59193216,59193216,59193216
01-08-0600-46,01-409,Guatemala,Mixco,Centro Educativo San José,5A. Avenida 16-86 Zona 11 Colonia Colinas De Minerva,42708303,Idalia Del Rosario Lopez Sandoval De Paiz,Jorge Mario Gaitan Rafael,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,42708303,42708303,42708303,42708303
01-08-0601-46,01-615,Guatemala,Mixco,Instituto Tecnologico Doctor Theo Bloem,Boulevard Principal 72-70 Zona 6 Sacoj Grande Mixco,24849751,Liliana Marina Flores Jimenez,Lucy Estela Castellanos Monzón,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24849751,24849751,24849751,24849751
01-08-0603-46,01-603,Guatemala,Mixco,Centro Educativo Juan Pablo Ii,Finca El Seminario Casa 77 Colonia Pablo Vi Zona 7,41484090,Rosa Albelia Ardon De Motta,Lidia Patricia Rodas Flores,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,41484090,41484090,41484090,41484090
01-08-0605-46,01-603,Guatemala,Mixco,Centro Educativo Santander De Mixco,8A. Avenida 0-62 Zona 1,44279767,Rosa Albelia Ardon De Motta,José David García Garma,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,44279767,44279767,44279767,44279767
01-08-0607-46,01-639,Guatemala,Mixco,Centro De Educación Extraescolar -Ceex- Asociación Futuro Para Todos,"7Ma Avenida D 7-58 Sector A, 10, Aldea El Campanero, Zona 8",55498458,Ludvin Ricardo Urrutia Lorenti,Heidi Beatriz Morales Chupina,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,55498458,55498458,55498458,55498458
01-08-0614-46,01-409,Guatemala,Mixco,Colegio Mixto Infante Del Milagro,"Sección Q Lote 146, Colonia El Milagro, Zona 6",24833588,Idalia Del Rosario Lopez Sandoval De Paiz,Sergio Amilcar Morales Esquivel,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24833588,24833588,24833588,24833588
01-08-0618-46,01-604,Guatemala,Mixco,Centro Integral Educativo San Francisco,"0 Avenida ""B"" 5-55 Colonia Monserrat 1 Zona 4 Mixco",47202706,Emora Emperatriz Cruz De Fuentes,Carmen Elvira Tzun Ajanel,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,47202706,47202706,47202706,47202706
01-08-0624-46,01-602,Guatemala,Mixco,Centro Educativo Apoyate En Mí,13 Avenida 25-35 Zona 1 Lo De Coy Mixco,51100071,Idalia Del Rosario Lopez Sandoval De Paiz,Silvia Rossana González Cardona,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,51100071,51100071,51100071,51100071
01-08-0629-46,01-608,Guatemala,Mixco,Centro Educativo Academia De Niños,3A. Calle 1-80 Y 1-23 Zona 10 San Jacinto,54824933,Edgar Alberto Simon Chali,Eulalia Castro Saguach De Ixcot,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,54824933,54824933,54824933,54824933
01-08-0634-46,01-602,Guatemala,Mixco,"Centro Educativo ""Fe Y Armonía""",22 Calle 12-30 Zona 10 Mixco Colonia Las Maravillas (San Jose La Comunidad) Mixco,52923380,Idalia Del Rosario Lopez Sandoval De Paiz,Pedro Isidro Rodriguez Arana,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,52923380,52923380,52923380,52923380
01-08-0637-46,01-603,Guatemala,Mixco,Instituto Tecnológico Doctor Theo Bloem,"Boulevard Principal 72-70 Sacoj Grande, Zona 6 Mixco",24849751,Rosa Albelia Ardon De Motta,Lucy Estela Castellanos Monzón,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24849751,24849751,24849751,24849751
01-08-0638-46,01-603,Guatemala,Mixco,Instituto Tecnológico Doctor Theo Bloem,"Boulevard Principal 72-70 Sacoj Grande, Zona 6",24849751,Rosa Albelia Ardon De Motta,Ricardo Ramiro Rabanales López,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24849751,24849751,24849751,24849751
01-08-0643-46,01-604,Guatemala,Mixco,Colegio Bilingüe El Castaño,0 Avenida B 1-45 Zona 4 Colonia Monserrat I,24333399,Emora Emperatriz Cruz De Fuentes,Virginia Yomara Gonzalez Calderón,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24333399,24333399,24333399,24333399
01-08-0645-46,01-608,Guatemala,Mixco,Centro Educativo Hosanna,"6A. Avenida 22-44, Sector 2, San Jose La Comunidad Zona 10 Mixco",54101818,Edgar Alberto Simon Chali,Joel Mizraim Cano Torres,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,54101818,54101818,54101818,54101818
01-08-0648-46,01-409,Guatemala,Mixco,Centro Educativo Hosanna,"6A. Avenida 22-44, Sector 2, San Jose La Comunidad Zona 10",24338676,Idalia Del Rosario Lopez Sandoval De Paiz,Joel Mizraim Cano Torres,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,1,24338676,24338676,24338676,24338676
01-08-0651-46,01-639,Guatemala,Mixco,Colegio Técnico En Informática,"9A. Calle A 0-52 Colonia Montserrat 1, Zona 4",24370378,Ludvin Ricardo Urrutia Lorenti,Celestino Miguel Temaj Pablo,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,24370378,24370378,24370378,24370378
01-08-0652-46,01-621,Guatemala,Mixco,Liceo Del Bosque,"4Ta. Calle 4-39 ""C"" Zona 1 Mixco",24335021,Marta Luz Beteta Ortiz De Jordan,Ana Luisa Alvarado Sánchez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24335021,24335021,24335021,24335021
01-08-0662-46,01-602,Guatemala,Mixco,"Liceo Mixto ""Emanuel""","12A. Avenida ""A"" 0-80 Col. Lo De Fuentes Zona 11",49842467,Idalia Del Rosario Lopez Sandoval De Paiz,Irma Yolanda Corado Almirez,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,49842467,49842467,49842467,49842467
01-08-0668-46,01-621,Guatemala,Mixco,Liceo Santo Domingo,10A. Avenida 0-21 Zona 1,24385341,Marta Luz Beteta Ortiz De Jordan,Zoila Amadilia Alonzo García,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,24385341,24385341,24385341,24385341
01-08-0684-46,01-604,Guatemala,Mixco,"Colegio San Antonio De Padua ""Protector De La Juventud""",5A. Avenida 7-55 Zona 4 De Mixco Montserrat Ii,41377224,Emora Emperatriz Cruz De Fuentes,Oscar Inocente Perez Felipe,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,41377224,41377224,41377224,41377224
01-08-0707-46,01-639,Guatemala,Mixco,Centro De Educación A Distancia Escolaris,"Km. 19.5 Carretera Roosevelt 7-55, Lo De Coy Zona 1",23271111,Ludvin Ricardo Urrutia Lorenti,Whendolyn Betsabe Estrada Canizales,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,23271111,23271111,23271111,23271111
01-08-0709-46,01-639,Guatemala,Mixco,Centro De Educación A Distancia Escolaris,"Km. 19.5 Carretera Roosevelt 7-55, Lo De Coy Zona 1",23271111,Ludvin Ricardo Urrutia Lorenti,Whendolyn Betsabe Estrada Canizales,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,23271111,23271111,23271111,23271111
01-08-0710-46,01-608,Guatemala,Mixco,Colegio Mixto Supérate,25 Ca. 04-20 Interior Z. 10 San Jose La Comunidad,55365962,Edgar Alberto Simon Chali,Marleny De Jesús De León Alvarado,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,55365962,55365962,55365962,55365962
01-08-0719-46,01-639,Guatemala,Mixco,Colegio Nakbé,"Km 15 Carretera Roosevelt, Super Centro Molino, Local 118 Zona 2 Mixco",33410013,Ludvin Ricardo Urrutia Lorenti,Dilia Clarissa Noriega Morales,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,1,33410013,33410013,33410013,33410013
01-08-0722-46,01-639,Guatemala,Mixco,"Programa Nacional De Educación Alternativa , Pronea","4A. Avenida ""B"" 0-69 Zona 2. Colonia Cotio",22505227,Ludvin Ricardo Urrutia Lorenti,Andrea Vanessa Aldana Villagran De Castro,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,22505227,22505227,22505227,22505227
01-08-0726-46,01-608,Guatemala,Mixco,"""Colegio Preparatoria Unificada""",7A. Avenida 20-34 Zona10,54930010,Edgar Alberto Simon Chali,Eva Marroquín Coy,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,1,54930010,54930010,54930010,54930010
01-08-0730-46,01-639,Guatemala,Mixco,Colegio Virtual E-Learning For Life,"6A. Avenida A, 0-42 Zona 2",23084800,Ludvin Ricardo Urrutia Lorenti,Gerald Peter Schaeffer Garcia,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,23084800,23084800,23084800,23084800
01-08-0731-46,01-639,Guatemala,Mixco,Colegio Virtual E-Learning For Life,"6A. Avenida A, 0-42 Zona 2, Colonia El Tesoro",23084800,Ludvin Ricardo Urrutia Lorenti,Gerald Peter Schaeffer García,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,1,23084800,23084800,23084800,23084800
01-08-0734-46,01-639,Guatemala,Mixco,Centro Educativo Hands At Work Homeschool,"Kilometro 18, Calzada Roosevelt 13-35, Zona 1 Mixco",45006754,Ludvin Ricardo Urrutia Lorenti,Marlen Magalí Cerón Marroquín,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,1,45006754,45006754,45006754,45006754
01-08-0735-46,01-639,Guatemala,Mixco,Colegio Nakbé,"Km 15 Carretera Roosevelt, Super Centro Molino, Local 118 Zona 2 Mixco",33410013,Ludvin Ricardo Urrutia Lorenti,Dilia Clarissa Noriega Morales,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,1,33410013,33410013,33410013,33410013
01-08-0737-46,01-639,Guatemala,Mixco,"Liceo Tecnológico De Guatemala ""Elohim""","6Ta. Avenida ""A"" 6-17, Zona 9 De Mixco, Colonia Satélite",56244615,Ludvin Ricardo Urrutia Lorenti,Evelyn Aracely Zacarías Salazar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,1,56244615,56244615,56244615,56244615
01-08-0739-46,01-639,Guatemala,Mixco,"Liceo Tecnológico De Guatemala ""Elohim""","6Ta. Avenida ""A"" 6-17, Zona 9 De Mixco, Colonia Satélite",56244615,Ludvin Ricardo Urrutia Lorenti,Evelyn Aracely Zacarías Salazar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,1,56244615,56244615,56244615,56244615
