CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
18-01-0440-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""JOSE MARIA BONILLA RUANO""",19 CALLE 14 AVENIDA,53108367,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,GUSTAVO GUMERCINDO RODAS MAZARIEGOS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0442-46,18-008,Izabal,Puerto Barrios,"COLEGIO PARTICULAR MIXTO ""MIGUEL ANGEL ASTURIAS""",11 CALLE 10 Y 11 AVENIDAS,79486905,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LUBIA JUDITH ORELLANA SALAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0443-46,18-008,Izabal,Puerto Barrios,"ESCUELA PARTICULAR MIXTA ""JUSTO RUFINO BARRIOS""",17 CALLE Y 8A. AVENIDA,79487031,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARYLENA ESTRADA LEONARDO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0445-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",CASERIO LA REFINERIA,54837080,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARÍA FERNANDA RODRÍGUEZ LÓPEZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0447-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""DESARROLLO Y CIENCIA""",14 CALLE ENTRE 11 Y 12 AVENIDA,59309334,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,EDGAR ROMEO MARTÍNEZ CÁCERES,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0449-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""EL DIVINO MAESTRO""","BARRIO EL PUEBLITO, ALDEA SANTO TOMAS DE CASTILLA",79484009,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,HELEN URI HERNANDEZ NAVAS,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0461-46,18-007,Izabal,Puerto Barrios,ESCUELA TECNICA DE FORMACION Y CAPACITACION DE DESAROLLOS HOTELEROS INTERNATIONAL,"14 CALLE FINAL, FINCA PICHILINGO",79311231,EDVIN ADOLFO MORATAYA MENJIVAR,MARÍA DEL PILAR DÍAZ JIMÉNEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0462-46,18-007,Izabal,Puerto Barrios,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA ENTRE RIOS,53350737,EDVIN ADOLFO MORATAYA MENJIVAR,CATHERINNE NATALY CACAO VALDEZ,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-0464-46,18-008,Izabal,Puerto Barrios,COLEGIO ADVENTISTA BETHANIA,7A. AVENIDA ENTRE 14 Y 15 CALLE,30376084,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,SILVIA ODENA NAVAS ARIAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-0465-46,18-005,Izabal,Puerto Barrios,"COLEGIO PARTICULAR MIXTO ""MATÍAS DE GÁLVEZ""","COLONIA PIEDRAS NEGRAS, ALDEA SANTO TOMAS DE CASTILLA",56142325,ROSMERY YOHANA GARCIA ESQUIVEL,SINDY MARISOL NUÑEZ VALIENTE,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-0468-46,18-009,Izabal,Puerto Barrios,PROGRAMA DE EDUCACION ALTERNATIVA PRONEA,12 AVENIDA ENTRE 12 Y 13 CALLES,31063970,ANA MARIBEL CASTILLO DIAZ,ROSA MARÍA TEC CAC,DIVERSIFICADO,Municipal,Urbana,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-01-0470-46,18-008,Izabal,Puerto Barrios,"""LICEO TÉCNICO GUATEMALTECO IDETI""","COLONIA PLACA UNO, ALDEA ENTRE RIOS",57843058,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,DAISY LORENA AGUIRRE VENTURA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-0472-46,18-008,Izabal,Puerto Barrios,"COLEGIO PRIVADO MIXTO ""SAN JOSÉ""","BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA",79484877,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,NIDIA AMABILIA NOVA SAGASTUME,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0473-46,18-008,Izabal,Puerto Barrios,"COLEGIO PRIVADO MIXTO ""SAN JOSE""","BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA",79484877,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,NIDIA AMABILIA NOVA SAGASTUME,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-01-1025-46,18-008,Izabal,Puerto Barrios,"COLEGIO PARTICULAR MIXTO ""MIGUEL ÁNGEL ASTURIAS""",11 CALLE ENTRE 10 Y 11 AVENIDA,79481153,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LUBIA JUDITH ORELLANA SALAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-01-1134-46,18-008,Izabal,Puerto Barrios,"COLEGIO PARTICULAR MIXTO ""MIGUEL ANGEL ASTURIAS""",11 CALLE Y 10 Y 11 AVENIDAS,79481153,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LUBIA JUDITH ORELLANA SALAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-1969-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""EL DIVINO MAESTRO""","CALZADA CAMPO DE DIOS, BARRIO EL PUEBLITO",79484009,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,HELEN URI HERNANDEZ NAVAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-2453-46,18-007,Izabal,Puerto Barrios,INED ADSCRITO AL INSTITUTO NACIONAL DE EDUCACION BASICA EXPERIMENTAL CON ORIENTACION OCUPACIONAL DR. LUIS PASTEUR,9A. AVE. ENTRE 14 Y 17 CALLES,79488096,EDVIN ADOLFO MORATAYA MENJIVAR,OLGA LETICIA TENAS MARTINEZ,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-2487-46,18-007,Izabal,Puerto Barrios,INSTITUTO DIVERSIFICADO POR COOPERATIVA,9A. AVE. ENTRE 14 Y 17 CALLE,79487047,EDVIN ADOLFO MORATAYA MENJIVAR,JOSÉ LUIS JUMIQUE CORONADO,DIVERSIFICADO,Cooperativa,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-2642-46,18-007,Izabal,Puerto Barrios,ESCUELA NORMAL DE EDUCACION FISICA,ALDEA SANTO TOMAS DE CASTILLA,79453875,EDVIN ADOLFO MORATAYA MENJIVAR,EDITH CONSUELO SIERRA JUÁREZ,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-01-2722-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO DE BACH. POR MADUREZ ""DR. MARIANO GÁLVEZ""",FRENTE AL PARQUE BELGA ALDEA SANTO TOMÁS DE CASTILLA,58685566,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,SINDY MARISOL NUÑEZ VALIENTE,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2823-46,18-008,Izabal,Puerto Barrios,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,7AV. ENTRE 14 Y 15 CALLE EN PUERTO BARRIOS,79524695,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARCO TULIO FLORES LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2830-46,18-008,Izabal,Puerto Barrios,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP","7A. AVENIDA ENTRE 14 Y 15 CALLE, PUERTO BARRIOS",79524695,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARCO TULIO FLORES LÓPEZ,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2919-46,18-008,Izabal,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""EL DIVINO MAESTRO""",CALZADA AL CAMPO DE DIOS ALDEA SANTO TOMAS DE CASTILLA,79484009,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,HELEN URI HERNANDEZ NAVAS,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2928-46,18-008,Izabal,Puerto Barrios,COLEGIO PARTICULAR MIXTO 'MIGUEL ANGEL ASTURIAS',11 CALLE 10 Y 11 AV.,79481153,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LUBIA JUDITH ORELLANA SALAS,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3017-46,18-008,Izabal,Puerto Barrios,"ESCUELA PARTICULAR MIXTA ""JUSTO RUFINO BARRIOS""",8AV. 17 Y 18 CALLE,79487031,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARYLENA ESTRADA LEONARDO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3030-46,18-008,Izabal,Puerto Barrios,COLEGIO PARTICULAR MIXTO BILINGUE 'JOSE CECILIO DEL VALLE',CALLE PRINCIPAL ALDEA SANTO TOMAS DE CASTILLA,49546612,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,NAZARIO CHÁVEZ PÉREZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-3068-46,18-008,Izabal,Puerto Barrios,COLEGIO TÉCNICO PRIVADO MIXTO LA PATRIA,ALDEA ENTRE RIOS,58302515,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,SANTOS GUADALENI PERDOMO CRUZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3107-46,18-008,Izabal,Puerto Barrios,COLEGIO TECNICO PRIVADO MIXTO LA PATRIA,ALDEA ENTRE RIOS,58302515,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,SANTOS GUADALENI PERDOMO CRUZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-3235-46,18-008,Izabal,Puerto Barrios,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,"COLONIA PIEDRAS NEGRAS, SANTO TOMÁS DE CASTILLA",58368127,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LASTENIA CARÍAS SAMAYOA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3245-46,18-008,Izabal,Puerto Barrios,COLEGIO PARTICULAR MIXTO 'MATIAS DE GALVEZ',COLONIA PIEDRAS NEGRAS ALDEA SANTO TOMASDE CASTILLA,56142325,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,SINDY MARISOL NUÑEZ VALIENTE,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0108-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""",ALDEA FRONTERAS RIO DULCE,79305829,LEYVIMARLOT ENRIQUEZ ESPINOSA,MELVIN EDUARDO VENTURA QUINTANILLA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0110-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""","ALDEA FRONTERAS, RIO DULCE",79305829,LEYVIMARLOT ENRIQUEZ ESPINOSA,MELVIN EDUARDO VENTURA QUINTANILLA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0188-46,18-040,Izabal,Livingston,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CALLE DE LA IGLESIA, BARRIO MINERVA",46129146,LORENZO VILLANUEVA COY,MITZI LISSETH ALVAREZ TORO,DIVERSIFICADO,Oficial,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0191-46,18-013,Izabal,Livingston,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA FRONTERAS RÍO DULCE,31298390,ILY MAYBELI CHACON PALMA,WILLIAM OSWALDO PACHAM POP,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0242-46,18-011,Izabal,Livingston,"COLEGIO PRIVADO MIXTO ""KATERI TEKAKWITHA""",BARRIO MINERVA,79470298,JUAN OSVALDO ESTERO MARTINEZ,EDWIN ROLANDO SAMOL ESQUIT,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0254-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO RIO DULCE,ALDEA FRONTERAS RIO DULCE,79305368,LEYVIMARLOT ENRIQUEZ ESPINOSA,RUBÉN DARÍO NOLASCO PÉREZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0255-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO RIO DULCE,ALDEA FRONTERAS RIO DULCE,79305368,LEYVIMARLOT ENRIQUEZ ESPINOSA,RUBÉN DARÍO NOLASCO PÉREZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-02-0280-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO EL TALLER FRONTERAS, ALDEA FRONTERAS",37472007,LEYVIMARLOT ENRIQUEZ ESPINOSA,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0281-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,BARRIO EL TALLER FRONTERAS ALDEA FRONTERAS,37472007,LEYVIMARLOT ENRIQUEZ ESPINOSA,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0291-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO LIC. HECTOR ARTURO CARPIO ESCOBAR,ALDEA GUITARRAS,40629261,LEYVIMARLOT ENRIQUEZ ESPINOSA,JAVIER ICAL CHÉN,DIVERSIFICADO,Privado,Rural,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0304-46,18-016,Izabal,Livingston,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,ALDEA BUENOS AIRES,56233606,DEYSI YANNETH LINARES CALLES DE ENRIQUEZ,DILCIA LORENA MAYÉN LEÓN,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0312-46,18-017,Izabal,Livingston,"COLEGIO CRISTIANO PRIVADO MIXTO DE EDUC. BASICA Y DIVERSIFICADA ""MONTE PENIEL""","ALDEA SEMOX , LIVINGSTON, IZABAL",48038616,LEYVIMARLOT ENRIQUEZ ESPINOSA,SANTOS INES CARIAS HERNÁNDEZ DE CHUB,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0316-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",ALDEA FRONTERAS RIO DULCE,79305829,LEYVIMARLOT ENRIQUEZ ESPINOSA,MELVIN EDUARDO VENTURA QUINTANILLA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0317-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",ALDEA FRONTERAS RIO DULCE,79305829,LEYVIMARLOT ENRIQUEZ ESPINOSA,MELVIN EDUARDO VENTURA QUINTANILLA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0328-46,18-041,Izabal,Livingston,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA LÁMPARA,32755333,AVELINO TEC CHUN,ISAUL CHUB CHUB,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0330-46,18-015,Izabal,Livingston,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LOS PARACAIDISTAS,40402159,MARIA MAGDALENA PEREZ RAMOS DE LOPEZ,HEIDY PATRICIA AGUILAR JULIÁN,DIVERSIFICADO,Oficial,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0340-46,18-017,Izabal,Livingston,"COLEGIO PRIVADO MIXTO ""D GONZALEZ""",ALDEA LOS ANGELES,30640244,LEYVIMARLOT ENRIQUEZ ESPINOSA,ANGEL ANTONIO GONZÁLEZ RAMOS,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0347-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO ""HERMANO PEDRO DE BETANCUR""",ALDEA LOS ANGELES,5388633653886336,LEYVIMARLOT ENRIQUEZ ESPINOSA,MAGDALENA MARTINEZ MENDEZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0350-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO ""HERMANO PEDRO DE BETANCUR""","ALDEA LOS ANGELES, RIO DULCE",53886336,LEYVIMARLOT ENRIQUEZ ESPINOSA,MAGDALENA MARTINEZ MENDEZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0351-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,ALDEA FRONTERAS RIO DULCE,79305318,LEYVIMARLOT ENRIQUEZ ESPINOSA,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-02-0362-46,18-017,Izabal,Livingston,CENTRO EDUCATIVO SAN PABLO FE Y ALEGRIA NO. 52,ALDEA TAMAGAS CREEK,30331507,LEYVIMARLOT ENRIQUEZ ESPINOSA,MERLYN USBALDO ZACARÍAS IPIÑA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0366-46,18-017,Izabal,Livingston,INSTITUTO PRIVADO MIXTO SAN JOSE BUENA VISTA,"ALDEA SAN JOSE BUENA VISTA, RIO DULCE",45339061,LEYVIMARLOT ENRIQUEZ ESPINOSA,JOSÉ ARNOLDO MAGAÑA RIVERA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0379-46,18-017,Izabal,Livingston,"COLEGIO PARTICULAR MIXTO BILINGÜE ""SAN FELIPE IZABAL""",ALDEA SAN FELIPE DE LARA,58259443,LEYVIMARLOT ENRIQUEZ ESPINOSA,MARÍA JOSE BARRIOS MORALES,DIVERSIFICADO,Privado,Rural,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0382-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO SAN MIGUEL, ALDEA FRONTERAS, RIO DULCE",79305318,LEYVIMARLOT ENRIQUEZ ESPINOSA,RAFAEL ELVIN RETANA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-02-0383-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO SAN MIGUEL, ALDEA FRONTERAS, RIO DULCE",79305318,LEYVIMARLOT ENRIQUEZ ESPINOSA,RAFAEL ELVIN RETANA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-02-0389-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO ""HERMANO PEDRO DE BETANCUR""",ALDEA LOS ANGELES,5388633,LEYVIMARLOT ENRIQUEZ ESPINOSA,MAGDALENA MARTINEZ MENDEZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0390-46,18-017,Izabal,Livingston,"COLEGIO PARTICULAR MIXTO EVANGELICO ""NAZARENO""",ALDEA SAN ANTONIO SEJA,30689874,LEYVIMARLOT ENRIQUEZ ESPINOSA,MILDER DANIEL GARCÍA MANCILLA,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0396-46,18-017,Izabal,Livingston,"INSTITUTO PRIVADO MIXTO ""SAN ANTONIO""",ALDEA SAN ANTONIO SEJA,45130445,LEYVIMARLOT ENRIQUEZ ESPINOSA,CARMEN ARACELY BOLVITO PERDOMO,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0397-46,18-017,Izabal,Livingston,LICEO INFANTIL RIO DULCE,BARRIO EL TALLER ALDEA FRONTERAS RIO DULCE,53317983,LEYVIMARLOT ENRIQUEZ ESPINOSA,SONIA ADELMA LÓPEZ GUTIERREZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0400-46,18-011,Izabal,Livingston,LICEO ADVENTISTA ELENA G. DE WHITE,BARRIO LA CAPITANIA,54700892,JUAN OSVALDO ESTERO MARTINEZ,MARTA ARLENNE ZETINA ZURITA,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0404-46,18-011,Izabal,Livingston,"INSTITUTO DE EDUCACION BÁSICA Y DIVERSIFICADO DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""INBACH""",BARRIO EL CENTRO,55550695,JUAN OSVALDO ESTERO MARTINEZ,RUDY ARCIDES RAMIREZ CAYETANO,DIVERSIFICADO,Privado,Urbana,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-02-0417-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO EL TALLER, ALDEA FRONTERAS RIO DULCE",31353400,LEYVIMARLOT ENRIQUEZ ESPINOSA,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-02-0428-46,18-017,Izabal,Livingston,COLEGIO PARTICULAR MIXTO RIO DULCE,ALDEA FRONTERAS RIO DULCE,58840501,LEYVIMARLOT ENRIQUEZ ESPINOSA,RUBÉN DARÍO NOLASCO PÉREZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-2388-46,18-017,Izabal,Livingston,COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER,ALDEA FRONTERAS RIO DULCE,50690696,LEYVIMARLOT ENRIQUEZ ESPINOSA,JUAN BASILIO HERNÁNDEZ ESCOBAR,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-2916-46,18-041,Izabal,Livingston,INSTITUTO PARTICULAR MIXTO AK' TENAMIT PUEBLO NUEVO,ALDEA BARRA LÁMPARA,57124427,AVELINO TEC CHUN,WALTER AMILCAR XOL CONTRERAS,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-02-3077-46,18-017,Izabal,Livingston,INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES,ALDEA SAN ANTONIO SEJA,45899054,LEYVIMARLOT ENRIQUEZ ESPINOSA,WENDY ARACELY COLINDRES GUTIERREZ,DIVERSIFICADO,Privado,Rural,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
