CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_ORIG,TELEFONO_8DIG,TELEFONO_NORMALIZADO,CLAVE_NORMALIZADA
18-03-0234-46,18-020,IZABAL,EL ESTOR,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGÜE (Q EQCHI),CABECERA MUNICIPAL,49404362,SILVERIO CHITOP CABRERA,JOSE JOEL LORENZO FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,49404362,49404362,49404362,EL ESTOR | INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGÜE (Q EQCHI) | CABECERA MUNICIPAL
18-03-0252-46,18-021,IZABAL,EL ESTOR,INSTITUTO PARTICULAR MIXTO MADRE MIRIAM SIMON,"6A. AVENIDA Y 6A. CALLE, ZONA 1",79497223,JERSON ARTURO NAVAS ENAMORADO,WELFRED NEDELSO RUIZ CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,79497223,79497223,79497223,"EL ESTOR | INSTITUTO PARTICULAR MIXTO MADRE MIRIAM SIMON | 6A. AVENIDA Y 6A. CALLE, ZONA 1"
18-03-0285-46,18-046,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SEPUR ZARCO,32267405,GILMAR ISAIAS CUZ PEREZ,RAMIRO ALEXANDER CUCUL TIUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,32267405,32267405,32267405,EL ESTOR | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | ALDEA SEPUR ZARCO
18-03-0291-46,18-020,IZABAL,EL ESTOR,CENTRO EDUCATIVO PRIVADO TALITA KUMI,"14 AVE. A ENTRE 6A. Y 8A. CALLE, ZONA 1 BO.SAN JORGE",50560307,SILVERIO CHITOP CABRERA,LEONICIA ALEJANDRINA VILLALOBOS KNEYBER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,50560307,50560307,50560307,"EL ESTOR | CENTRO EDUCATIVO PRIVADO TALITA KUMI | 14 AVE. A ENTRE 6A. Y 8A. CALLE, ZONA 1 BO.SAN JORGE"
18-03-0292-46,18-020,IZABAL,EL ESTOR,CENTRO EDUCATIVO PRIVADO TALITA KUMI,"14 AVENIDA 6A. Y 8A. CALLE, BARRIO SAN JORGE",50560307,SILVERIO CHITOP CABRERA,LEONICIA ALEJANDRINA VILLALOBOS KNEYBER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,50560307,50560307,50560307,"EL ESTOR | CENTRO EDUCATIVO PRIVADO TALITA KUMI | 14 AVENIDA 6A. Y 8A. CALLE, BARRIO SAN JORGE"
18-03-0295-46,18-020,IZABAL,EL ESTOR,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,"4TA. AV. 5TA. CALLE, BARRIO EL CENTRO",48989011,SILVERIO CHITOP CABRERA,RAQUEL MAZARIEGOS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,48989011,48989011,48989011,"EL ESTOR | COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE | 4TA. AV. 5TA. CALLE, BARRIO EL CENTRO"
18-03-0330-46,18-019,IZABAL,EL ESTOR,CENTRO EDUCATIVO SAN ANTONIO MARÍA CLARET FE Y ALEGRÍA NO. 57,ALDEA SEMUY LOTE 14,49710619,RAQUEL MAZARIEGOS GARCIA,VICTOR ROLANDO XOL CAAL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,49710619,49710619,49710619,EL ESTOR | CENTRO EDUCATIVO SAN ANTONIO MARÍA CLARET FE Y ALEGRÍA NO. 57 | ALDEA SEMUY LOTE 14
18-03-2454-46,18-020,IZABAL,EL ESTOR,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI),CABECERA MUNICIPAL,51745681,SILVERIO CHITOP CABRERA,JOSE JOEL LORENZO FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,51745681,51745681,51745681,EL ESTOR | INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI) | CABECERA MUNICIPAL
18-03-2455-46,18-020,IZABAL,EL ESTOR,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,1A. AVENIDAY 5A. CALLE ZONA 1,48989011,SILVERIO CHITOP CABRERA,RAQUEL MAZARIEGOS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,48989011,48989011,48989011,EL ESTOR | COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE | 1A. AVENIDAY 5A. CALLE ZONA 1
18-03-2749-46,18-021,IZABAL,EL ESTOR,ESCUELA NORMAL BILINGÜE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ,BARRIO SAN JORGE,79497500-78209540,JERSON ARTURO NAVAS ENAMORADO,GUSTAVO TZIBOY CHOC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),IZABAL,79497500-78209540,79497500,79497500 | 78209540,EL ESTOR | ESCUELA NORMAL BILINGÜE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ | BARRIO SAN JORGE
18-03-3165-46,18-021,IZABAL,EL ESTOR,LICEO VOCACIONAL COACTEMALAN,"4A. AVENIDA 05-020, ZONA 1",79497406,JERSON ARTURO NAVAS ENAMORADO,LILIA IXCHEL CHITOP TZUNUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79497406,79497406,79497406,"EL ESTOR | LICEO VOCACIONAL COACTEMALAN | 4A. AVENIDA 05-020, ZONA 1"
18-04-0016-46,18-039,IZABAL,MORALES,COLEGIO PARTICULAR MIXTO MINERVA,ALDEA PLAYITAS,31089418-53230377,ELSA YADIRA MARTINEZ PEREZ,KELVIN RODRIGO HERNANDEZ MARTINEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,31089418-53230377,31089418,31089418 | 53230377,MORALES | COLEGIO PARTICULAR MIXTO MINERVA | ALDEA PLAYITAS
18-04-0076-46,18-039,IZABAL,MORALES,LICEO FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,50529699,ELSA YADIRA MARTINEZ PEREZ,KARLA JOHANNA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,50529699,50529699,50529699,MORALES | LICEO FORMACION BASICA Y PROFESIONAL LATINOAMERICANO | BARRIO LAS FLORES
18-04-0077-46,18-039,IZABAL,MORALES,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,50529699,ELSA YADIRA MARTINEZ PEREZ,KARLA JOHANNA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,50529699,50529699,50529699,MORALES | LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO | BARRIO LAS FLORES
18-04-0081-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79479521,79479521,79479521,MORALES | CENTRO EDUCATIVO PRIVADO YATZAR NURIM | BARRIO EL REMOLINO
18-04-0083-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79479521,79479521,79479521,MORALES | CENTRO EDUCATIVO PRIVADO YATZAR NURIM | BARRIO EL REMOLINO
18-04-0086-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICDA. IRMA CONSUELO ALVARADO MOSCOSO DE LOPEZ,ALDEA GUAYTAN,41921095,ZOILA ELIZABETH PINEDA,MYRA LORENA PITTERS OLIVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,41921095,41921095,41921095,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICDA. IRMA CONSUELO ALVARADO MOSCOSO DE LOPEZ | ALDEA GUAYTAN
18-04-0087-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,AVENIDA VICENTE COZZA,50302183,ZOILA ELIZABETH PINEDA,YAN CARLOS PÉREZ CRISOSTOMO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,50302183,50302183,50302183,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | AVENIDA VICENTE COZZA
18-04-0100-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA RIO NEGRO,46976811,ZOILA ELIZABETH PINEDA,JUAN JOSÉ CARDONA RECINOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,46976811,46976811,46976811,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | ALDEA RIO NEGRO
18-04-0108-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40465929,ELSA YADIRA MARTINEZ PEREZ,DARWIN ENRIQUE ALVAREZ MORÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,40465929,40465929,40465929,MORALES | INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO | ALDEA RIO NEGRO
18-04-0118-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA PLAYITAS,30976728,ZOILA ELIZABETH PINEDA,SERGIO WENCESLAO GALEANO MONROY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,30976728,30976728,30976728,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | ALDEA PLAYITAS
18-04-0130-46,18-039,IZABAL,MORALES,LICEO CRISTIANO BILINGUE MANANTIAL DE VIDA,BARRIO BANANERA,79479322,ELSA YADIRA MARTINEZ PEREZ,ESVIN LEONEL MORALES RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL,79479322,79479322,79479322,MORALES | LICEO CRISTIANO BILINGUE MANANTIAL DE VIDA | BARRIO BANANERA
18-04-0131-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO EMANUEL,"INTERIOR INEB FRANCISCO MARROQUÍN, AVENIDA VICENTE COZZA",59965744,ELSA YADIRA MARTINEZ PEREZ,FLOR DE MARÍA TZÚN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,59965744,59965744,59965744,"MORALES | CENTRO EDUCATIVO EMANUEL | INTERIOR INEB FRANCISCO MARROQUÍN, AVENIDA VICENTE COZZA"
18-04-0137-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIELL LANDAVERRY VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,53626154,53626154,53626154,MORALES | CENTRO EDUCATIVO MAYA SYSTEMS | ALDEA LOS ANDES
18-04-0138-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIELL LANDAVERRY VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,53626154,53626154,53626154,MORALES | CENTRO EDUCATIVO MAYA SYSTEMS | ALDEA LOS ANDES
18-04-0142-46,18-039,IZABAL,MORALES,LICEO TECNICO HERMANO PEDRO,BARRIO MILLA 37,40960621,ELSA YADIRA MARTINEZ PEREZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,40960621,40960621,40960621,MORALES | LICEO TECNICO HERMANO PEDRO | BARRIO MILLA 37
18-04-0149-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO ELITE,BARRIO EL MITCHAL,56968070,ELSA YADIRA MARTINEZ PEREZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,56968070,56968070,56968070,MORALES | INSTITUTO PRIVADO MIXTO ELITE | BARRIO EL MITCHAL
18-04-0170-46,18-039,IZABAL,MORALES,COLEGIO PARTICULAR MIXTO MINERVA,ALDEA PLAYITAS,31089418,ELSA YADIRA MARTINEZ PEREZ,KATHERINE YANINA GALEANO ARCHILA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL,31089418,31089418,31089418,MORALES | COLEGIO PARTICULAR MIXTO MINERVA | ALDEA PLAYITAS
18-04-0174-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,42601313,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,42601313,42601313,42601313,MORALES | LICEO ALVAREZ OVALLE | BARRIO LOS CASTRO
18-04-0176-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,42601313-79476691,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,42601313-79476691,42601313,42601313 | 79476691,MORALES | LICEO ALVAREZ OVALLE | BARRIO LOS CASTRO
18-04-0185-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,ALDEA RIO BLANCO,51688309,ZOILA ELIZABETH PINEDA,LUIS ALBERTO DE PAZ VENTURA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,51688309,51688309,51688309,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED- | ALDEA RIO BLANCO
18-04-0194-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,ELSA YADIRA MARTINEZ PEREZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,79478332,79478332,79478332,MORALES | LICEO IZABAL | BARRIO EL CARRIZAL
18-04-0196-46,18-030,IZABAL,MORALES,"INED TECNICO MORALENSE, ITM",COLONIA SANTA BARBARA,58725063,ZOILA ELIZABETH PINEDA,ESDRAS SALGUERO ZALDIVAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL,58725063,58725063,58725063,"MORALES | INED TECNICO MORALENSE, ITM | COLONIA SANTA BARBARA"
18-04-0199-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,BARRIO LAS FLORES,79480009,ZOILA ELIZABETH PINEDA,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79480009,79480009,79480009,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED- | BARRIO LAS FLORES
18-04-0204-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSÉ CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,31826809,31826809,31826809,MORALES | INSTITUTO PRIVADO MIXTO JOSÉ CECILIO DEL VALLE | ALDEA PLAYITAS
18-04-0205-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSÉ CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,31826809,31826809,31826809,MORALES | INSTITUTO PRIVADO MIXTO JOSÉ CECILIO DEL VALLE | ALDEA PLAYITAS
18-04-0209-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,57006014,ELSA YADIRA MARTINEZ PEREZ,SHARON GINELIE RUIZ PINEDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,57006014,57006014,57006014,MORALES | COLEGIO PRIVADO MIXTO BETHEZDA | ALDEA CAYUGA
18-04-0212-46,18-039,IZABAL,MORALES,LICEO EDUCACIONAL PRIVADO MIXTO INTERACTIVO LEMI,ALDEA TENEDORES,49572679,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA MARÍA AGUIRRE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,49572679,49572679,49572679,MORALES | LICEO EDUCACIONAL PRIVADO MIXTO INTERACTIVO LEMI | ALDEA TENEDORES
18-04-0213-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL,79479521,79479521,79479521,MORALES | CENTRO EDUCATIVO PRIVADO YATZAR NURIM | BARRIO EL REMOLINO
18-04-0218-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,ELSA YADIRA MARTINEZ PEREZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79478332,79478332,79478332,MORALES | LICEO IZABAL | BARRIO EL CARRIZAL
18-04-0223-46,18-039,IZABAL,MORALES,LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA,ALDEA ONEIDA,79487410,ELSA YADIRA MARTINEZ PEREZ,ROBIN ELIUD HERNÁNDEZ RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79487410,79487410,79487410,MORALES | LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA | ALDEA ONEIDA
18-04-0224-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN FRANCISCO MILLA 45,45256003,ZOILA ELIZABETH PINEDA,ELDER ONYLL GONZÁLEZ LÓPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,45256003,45256003,45256003,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | ALDEA SAN FRANCISCO MILLA 45
18-04-0228-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIOS LOS CASTRO,42601313-79476691,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,42601313-79476691,42601313,42601313 | 79476691,MORALES | LICEO ALVAREZ OVALLE | BARRIOS LOS CASTRO
18-04-0231-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO SAN JOSE,COLONIA VILLAS DEL ROSARIO,59683248,ELSA YADIRA MARTINEZ PEREZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,59683248,59683248,59683248,MORALES | COLEGIO PRIVADO MIXTO SAN JOSE | COLONIA VILLAS DEL ROSARIO
18-04-0234-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,57006014,ELSA YADIRA MARTINEZ PEREZ,SHARON GINELIE RUIZ PINEDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,57006014,57006014,57006014,MORALES | COLEGIO PRIVADO MIXTO BETHEZDA | ALDEA CAYUGA
18-04-0241-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,ALDEA LAS JARAS,79478238,ELSA YADIRA MARTINEZ PEREZ,JOSE GUILLERMO MORALES MOSCOSO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79478238,79478238,79478238,MORALES | INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO | ALDEA LAS JARAS
18-04-0246-46,18-039,IZABAL,MORALES,LICEO EDUCACIONAL MIXTO DEI VERBUM,ALDEA SAN ISIDRO EL CHOCO,53660792-55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,53660792-55969273,53660792,53660792 | 55969273,MORALES | LICEO EDUCACIONAL MIXTO DEI VERBUM | ALDEA SAN ISIDRO EL CHOCO
18-04-0373-46,18-030,IZABAL,MORALES,ESCUELA DE CIENCIAS COMERCIALES FRANCISCO MARROQUIN,AVENIDA VICENTE COZZA,42122556,ZOILA ELIZABETH PINEDA,OLGA LILIAN MADRID LEIVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,42122556,42122556,42122556,MORALES | ESCUELA DE CIENCIAS COMERCIALES FRANCISCO MARROQUIN | AVENIDA VICENTE COZZA
18-04-0376-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,MORALES,79478238,ELSA YADIRA MARTINEZ PEREZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79478238,79478238,79478238,MORALES | INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO | MORALES
18-04-0377-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,ELSA YADIRA MARTINEZ PEREZ,MARÍA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79477890,79477890,79477890,MORALES | INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA | BARRIO EL CARRIZAL
18-04-0380-46,18-039,IZABAL,MORALES,LICEO EDUCACIONAL MIXTO DEI VERBUM,ALDEA SAN ISIDRO EL CHOCO,53660792-55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,53660792-55969273,53660792,53660792 | 55969273,MORALES | LICEO EDUCACIONAL MIXTO DEI VERBUM | ALDEA SAN ISIDRO EL CHOCO
18-04-0382-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA,ALDEA EL ROSARIO,55503911,ELSA YADIRA MARTINEZ PEREZ,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,55503911,55503911,55503911,MORALES | COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA | ALDEA EL ROSARIO
18-04-0383-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA,ALDEA EL ROSARIO,55503911,ELSA YADIRA MARTINEZ PEREZ,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,55503911,55503911,55503911,MORALES | COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA | ALDEA EL ROSARIO
18-04-0384-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA,ALDEA EL ROSARIO,55503911,ELSA YADIRA MARTINEZ PEREZ,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,55503911,55503911,55503911,MORALES | COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA | ALDEA EL ROSARIO
